NM_VOTAVEL,DS_CARGO,NM_MUNICIPIO,Total_Votos
ANTONIO FLAVIO ALMEIDA DE OLIVEIRA,DEPUTADO ESTADUAL,32,522
ANTONIO FLORIANO PEREIRA PESARO,DEPUTADO FEDERAL,453,43665
ANTONIO GOMES DA SILVA,DEPUTADO ESTADUAL,45,1313
ANTONIO GOULART DOS REIS,DEPUTADO FEDERAL,416,54333
ANTONIO GUSTAVO ALVES LOPES,DEPUTADO FEDERAL,54,2114
ANTONIO HENRIQUE PEREIRA LEITE,DEPUTADO ESTADUAL,21,142
ANTONIO HERNANDES DA SILVA PASSOS,DEPUTADO FEDERAL,184,976
ANTONIO JOAQUIM FERNANDES,DEPUTADO ESTADUAL,345,7288
ANTONIO JORGE FILHO,DEPUTADO ESTADUAL,43,628
ANTONIO JOSE ONOFRE DE MELO,DEPUTADO FEDERAL,29,585
ANTONIO JOÃO MENDONÇA,DEPUTADO FEDERAL,68,652
ANTONIO LUIZ COLUCCI,DEPUTADO FEDERAL,216,27285
ANTONIO LUIZ MACEDO,DEPUTADO FEDERAL,36,294
ANTONIO MARCOS DA SILVA POLYCENO,DEPUTADO ESTADUAL,47,2778
ANTONIO MARCOS GOMES SENA,DEPUTADO ESTADUAL,30,648
ANTONIO MARCOS GRACIANI,DEPUTADO FEDERAL,91,1591
ANTONIO MARMO FOGAÇA,DEPUTADO FEDERAL,70,3702
ANTONIO MENTOR DE MELLO SOBRINHO,DEPUTADO ESTADUAL,385,40889
ANTONIO OLIVA DE ARAUJO,DEPUTADO ESTADUAL,24,304
ANTONIO PADRON NETO,DEPUTADO ESTADUAL,267,20197
ANTONIO RAIMUNDO FEDOSSI,DEPUTADO FEDERAL,115,906
ANTONIO RAIMUNDO MATIAS DOS SANTOS,DEPUTADO FEDERAL,139,9966
ANTONIO RAIMUNDO QUEIRÓZ,DEPUTADO FEDERAL,35,263
ANTONIO RAPOSO PATRICIO,DEPUTADO FEDERAL,118,3111
ANTONIO ROBERTO DE SOUZA,DEPUTADO ESTADUAL,80,453
ANTONIO ROBERTO MARTINS,DEPUTADO FEDERAL,77,1099
ANTONIO RODRIGUES DE SOUSA,DEPUTADO ESTADUAL,63,2565
ANTONIO RODRIGUEZ JUNIOR,DEPUTADO FEDERAL,69,161
ANTONIO SOARES OLIVEIRA,DEPUTADO ESTADUAL,15,101
ANTONIO VLASITON VIDAL,DEPUTADO FEDERAL,36,805
ANTONIO WLADEMIR DA SILVA,DEPUTADO ESTADUAL,57,661
ANTONIO ZACARIAS DA SILVA,DEPUTADO FEDERAL,83,895
ANTÔNIO CARLOS DE MENDES THAME,DEPUTADO FEDERAL,291,12616
ANTÔNIO CARLOS SILVA,DEPUTADO FEDERAL,114,739
ANTÔNIO CESAR SANTANA,DEPUTADO FEDERAL,26,189
ANTÔNIO FERREIRA DE BARROS,DEPUTADO FEDERAL,94,1202
ANTÔNIO JOSÉ DE SOUZA SANTOS,DEPUTADO ESTADUAL,17,146
ANTÔNIO MARCOS RODRIGUES,DEPUTADO ESTADUAL,44,341
ANTÔNIO SEVERINO RODRIGUES DA SILVA,DEPUTADO FEDERAL,17,232
APARECIDA BATISTA DIAS BARRETO DE OLIVEIRA,DEPUTADO ESTADUAL,88,2403
APARECIDA CUSTODIO DOS SANTOS,DEPUTADO ESTADUAL,71,451
APARECIDA FERREIRA ALVES DA SILVA,DEPUTADO FEDERAL,39,298
APARECIDO ALESSIO CRUZ DE OLIVEIRA,DEPUTADO ESTADUAL,25,71
APARECIDO CARLOS LEANDRO,DEPUTADO ESTADUAL,213,2343
APARECIDO DE CAMPOS FILHO,DEPUTADO ESTADUAL,176,11680
APARECIDO DOS SANTOS,DEPUTADO ESTADUAL,10,33
APARECIDO LOURENÇO,DEPUTADO ESTADUAL,15,128
APARECIDO MARIN,DEPUTADO FEDERAL,53,543
APARECIDO MOREIRA DA SILVA,DEPUTADO FEDERAL,145,5066
APARECIDO NUNES OLIVEIRA,DEPUTADO FEDERAL,16,390
APARECIDO RUBENS DE ANDRADE,DEPUTADO FEDERAL,21,155
APARECIDO RUFINO DA SILVA,DEPUTADO FEDERAL,36,132
APARECIDO SARAIVA DA ROCHA,DEPUTADO ESTADUAL,292,38270
APARECIDO SERIO DA SILVA,DEPUTADO FEDERAL,176,7705
APARECIDO SOUZA SANTOS,DEPUTADO ESTADUAL,187,5675
ARACI DE OLIVEIRA,DEPUTADO ESTADUAL,26,103
ARI FRIEDENBACH,DEPUTADO ESTADUAL,254,8640
ARIADINE FERREIRA ESPINDOLA,DEPUTADO FEDERAL,134,512
ARIADNE FABIANA RODRIGUES ALVARENGA,DEPUTADO FEDERAL,162,755
ARIOVALDO HAUCK DA SILVA,DEPUTADO FEDERAL,142,1550
ARISTIDES JACINTO BRUSCHI,DEPUTADO FEDERAL,135,2030
ARLINDO CHIGNALIA JUNIOR,DEPUTADO FEDERAL,592,77509
ARLINDO MARIANO DE ARAUJO FILHO,DEPUTADO FEDERAL,193,16101
ARLINDO MUNUERA JUNIOR,DEPUTADO FEDERAL,60,473
ARLINDO PEREIRA FIGUEIREDO JUNIOR,DEPUTADO FEDERAL,256,4411
ARMINDO ALBINO MUNHOZ,DEPUTADO ESTADUAL,10,77
ARNALDO CALIL PEREIRA JARDIM,DEPUTADO FEDERAL,607,117368
ARNALDO DE OLIVEIRA JÚNIOR,DEPUTADO FEDERAL,71,2832
ARNALDO FARIA DE SÁ,DEPUTADO FEDERAL,552,75101
ARNOR BARBOSA DOS SANTOS,DEPUTADO FEDERAL,120,586
ARNÔ RIBEIRO NOVAES,DEPUTADO FEDERAL,159,5089
ARTHUR MOLEDO DO VAL,DEPUTADO ESTADUAL,640,420137
ARTHUR VIANA DA SILVA,DEPUTADO FEDERAL,136,1760
ARTUR BUENO DE CAMARGO,DEPUTADO FEDERAL,110,1016
ARY LOPES DA CRUZ,DEPUTADO ESTADUAL,20,254
ASSAD FRANGIEH,DEPUTADO ESTADUAL,88,1571
ATAIDE TERUEL PEREZ,DEPUTADO ESTADUAL,486,51517
AUGUSTO CESAR CORREA NETO,DEPUTADO ESTADUAL,64,669
AUGUSTO DUARTE MOREIRA NETO,DEPUTADO ESTADUAL,137,5656
AUGUSTO ROLIM SARAIVA,DEPUTADO ESTADUAL,17,59
AUGUSTO VIEIRA DA SILVA,DEPUTADO ESTADUAL,56,1014
AURELINO ALVES DOS SANTOS JUNIOR,DEPUTADO FEDERAL,173,1570
AURELIO DA SILVA VITAL,DEPUTADO FEDERAL,32,169
AURELIO SANTUCCI,DEPUTADO ESTADUAL,63,738
AUREO BACELAR DA SILVA,DEPUTADO FEDERAL,94,2178
AURÉLIO NOMURA,DEPUTADO ESTADUAL,315,34894
AXEL GUILHERME BATTISSACCO LUZ,DEPUTADO ESTADUAL,19,177
AZAEL RODRIGUES VIEIRA,DEPUTADO FEDERAL,149,1406
BASÍLIO ZECCHINI FILHO,DEPUTADO ESTADUAL,126,15109
BAZELAU RAMOS,DEPUTADO ESTADUAL,50,632
BEATRIZ HELENA DE MACEDO,DEPUTADO FEDERAL,110,622
BEETHOVEN ELIAS DE OLIVEIRA,DEPUTADO FEDERAL,65,475
BEIJOMAR GOMES DE OLIVEIRA,DEPUTADO ESTADUAL,33,676
BENEDITA DE CAMARGO,DEPUTADO ESTADUAL,70,719
BENEDITA SUELI DE TOLEDO DIAS,DEPUTADO ESTADUAL,10,52
BENEDITO AUGUSTO DOS SANTOS,DEPUTADO ESTADUAL,41,1399
BENEDITO HONORIO BARBOSA,DEPUTADO ESTADUAL,44,1081
BENEDITO ROBERTO ALVES FERREIRA,DEPUTADO FEDERAL,366,72579
BENILTON LOPES,DEPUTADO FEDERAL,40,734
BENJAMIM DOS SANTOS CARVALHO,DEPUTADO ESTADUAL,13,82
BERTOLINO RICARDO DE ALMEIDA,DEPUTADO FEDERAL,125,749
BIANCA CASALE,DEPUTADO ESTADUAL,224,2522
BIANCA ZEITOUN OGLOUYAN,DEPUTADO ESTADUAL,164,2038
BOAZ DOS SANTOS SILVA,DEPUTADO FEDERAL,141,3760
BRANDINA MARIA SOARES DE OLIVEIRA,DEPUTADO FEDERAL,28,379
BRAZ ANASTACIO DA SILVA,DEPUTADO ESTADUAL,90,524
BRAZ BELLO JUNIOR,DEPUTADO FEDERAL,274,1857
BRAZ DOS SANTOS ADEGAS JUNIOR,DEPUTADO ESTADUAL,179,8692
BRAZ HENRIQUE TELES,DEPUTADO ESTADUAL,58,252
BRAZ PEREIRA,DEPUTADO ESTADUAL,31,430
BRAZ RODRIGUES,DEPUTADO FEDERAL,105,1888
BRIGIDA CAIRES DINARDI,DEPUTADO FEDERAL,80,456
BRUNA DIAS FURLAN,DEPUTADO FEDERAL,431,111033
BRUNA HELENA SOUZA TEIXEIRA DE BARROS,DEPUTADO ESTADUAL,238,7368
BRUNO AREVALO GANEM,DEPUTADO ESTADUAL,606,92909
BRUNO CAMILO DA SILVA,DEPUTADO ESTADUAL,161,3704
BRUNO CESAR ANDRELLO STIPPE,DEPUTADO ESTADUAL,147,2262
BRUNO HIDEO OMORI,DEPUTADO ESTADUAL,155,2699
BRUNO JACINTHO,DEPUTADO ESTADUAL,56,1053
BRUNO LOZZI DA COSTA,DEPUTADO ESTADUAL,174,4358
BRUNO MARCELLO DE OLIVEIRA LIMA,DEPUTADO ESTADUAL,611,91844
BRUNO MODESTO DOS SANTOS,DEPUTADO FEDERAL,210,2560
BRUNO RAMOS DA SILVA,DEPUTADO FEDERAL,156,3000
BRUNO VIEIRA MAIA,DEPUTADO ESTADUAL,389,12993
CAIO AUGUSTO PASTORI DOS SANTOS,DEPUTADO ESTADUAL,47,1128
CAIO CESAR ALVARES LORO NETTO,DEPUTADO ESTADUAL,208,2261
CAIO CESAR MACHADO DA CUNHA,DEPUTADO ESTADUAL,183,26977
CAIO FRANÇA DE GOUVEA GOMES,DEPUTADO ESTADUAL,460,142748
CAIO JULIO CESAR DEZORZI,DEPUTADO FEDERAL,112,852
CAIO MARCIO VIOTTO COUBE,DEPUTADO ESTADUAL,276,12447
CAIO MIRANDA CARNEIRO,DEPUTADO FEDERAL,402,16008
CAIO TOSHIO TAKEDA,DEPUTADO ESTADUAL,293,4678
CAIO TÚLIO DOS SANTOS SOUSA,DEPUTADO FEDERAL,17,59
CALIL JOSÉ BADIN VIEIRA,DEPUTADO ESTADUAL,430,18796
CAMILA CORREA MARINO,DEPUTADO ESTADUAL,113,2300
CAMILA CORREA TOLEDO,DEPUTADO ESTADUAL,42,349
CAMILA GODOI DA SILVA RODRIGUES,DEPUTADO FEDERAL,293,26031
CAMILA GRASIELE SANGREGORIO SOARES,DEPUTADO FEDERAL,84,1971
CAMILA PINTO DA SILVA,DEPUTADO ESTADUAL,74,1157
CAMILA VERONICA SPERANDIO DE ALMEIDA,DEPUTADO ESTADUAL,82,459
CAMILO DE LELES FERNANDES,DEPUTADO ESTADUAL,39,500
CARINA VITRAL COSTA,DEPUTADO ESTADUAL,424,29112
CARLA ALESSANDRA FRANCISCO,DEPUTADO FEDERAL,24,287
CARLA ALESSANDRA RODRIGUES RUBIO,DEPUTADO FEDERAL,84,1077
CARLA CRISTINA MASSARO FLORES,DEPUTADO FEDERAL,137,2185
CARLA ISOLA CASALE,DEPUTADO ESTADUAL,42,495
CARLA SARDANO MORANDO,DEPUTADO ESTADUAL,360,78493
CARLA ZAMBELLI SALGADO,DEPUTADO FEDERAL,603,67468
CARLA ZIPER PEREIRA DE CARVALHO,DEPUTADO ESTADUAL,49,328
CARLOS ALBERTO ADAO,DEPUTADO FEDERAL,67,840
CARLOS ALBERTO BITENCOURT BARROSO,DEPUTADO FEDERAL,50,853
CARLOS ALBERTO BUENO,DEPUTADO ESTADUAL,68,1585
CARLOS ALBERTO CARDOSO,DEPUTADO ESTADUAL,43,265
CARLOS ALBERTO DE ARRUDA,DEPUTADO ESTADUAL,37,366
CARLOS ALBERTO DE QUADROS BEZERRA JUNIOR,DEPUTADO FEDERAL,444,67751
CARLOS ALBERTO DOS SANTOS,DEPUTADO FEDERAL,199,3516
CARLOS ALBERTO FABRINI,DEPUTADO FEDERAL,59,659
CARLOS ALBERTO FIGUEIREDO SANTANA,DEPUTADO ESTADUAL,29,250
CARLOS ALBERTO GIANNASI,DEPUTADO ESTADUAL,625,193481
CARLOS ALBERTO MAIOLINO,DEPUTADO FEDERAL,43,653
CARLOS ALBERTO MARIANO,DEPUTADO ESTADUAL,72,2772
CARLOS ALBERTO PEREIRA,DEPUTADO FEDERAL,90,261
CARLOS ALBERTO PEREIRA BEZERRA,DEPUTADO FEDERAL,203,1244
CARLOS ALBERTO PINTO DA SILVA,DEPUTADO ESTADUAL,15,43
CARLOS ALBERTO PLETZ NEDER,DEPUTADO ESTADUAL,423,41166
CARLOS ALBERTO POLISEL,DEPUTADO ESTADUAL,144,3475
CARLOS ALBERTO RIBEIRO,DEPUTADO ESTADUAL,33,802
CARLOS ALBERTO ROLIM ZARATTINI,DEPUTADO FEDERAL,464,120125
CARLOS ALEXANDRE RAMOS,DEPUTADO FEDERAL,91,6976
CARLOS ANTONIO,DEPUTADO FEDERAL,20,281
CARLOS ANTONIO FERREIRA DOS SANTOS,DEPUTADO FEDERAL,149,2673
CARLOS AUGUSTO CRUZ DE ARAUJO PINTO,DEPUTADO FEDERAL,160,1040
CARLOS AUGUSTO DO NASCIMENTO LEAL,DEPUTADO ESTADUAL,55,418
CARLOS AUGUSTO MENDONÇA DE SOUZA,DEPUTADO ESTADUAL,11,120
CARLOS AUGUSTO PEREIRA DA SILVA,DEPUTADO FEDERAL,96,724
CARLOS BARBOSA GUIMARÃES SANTOS,DEPUTADO ESTADUAL,13,527
CARLOS BRUMER RODRIGUES,DEPUTADO ESTADUAL,94,1129
CARLOS CESAR ARCOLINO,DEPUTADO ESTADUAL,216,18864
CARLOS CEZAR DA SILVA,DEPUTADO ESTADUAL,586,101117
CARLOS CÉSAR GONÇALVES,DEPUTADO FEDERAL,219,1619
CARLOS DA FONSECA NADAIS,DEPUTADO ESTADUAL,51,1504
CARLOS DANIEL GOIS LIMA DA SILVA,DEPUTADO ESTADUAL,21,307
CARLOS EDUARDO BETTIATI,DEPUTADO FEDERAL,86,883
CARLOS EDUARDO DA SILVA,DEPUTADO ESTADUAL,253,2320
CARLOS EDUARDO GABAS,DEPUTADO FEDERAL,490,39583
CARLOS EDUARDO MODENA,DEPUTADO FEDERAL,169,1569
CARLOS EDUARDO MONÇÃO GARCIA ,DEPUTADO ESTADUAL,5,20
CARLOS EDUARDO PIGNATARI,DEPUTADO ESTADUAL,373,64091
CARLOS FERNANDO CAETANO DE MORAES,DEPUTADO FEDERAL,28,395
CARLOS FERNANDO FOGANHOLI,DEPUTADO FEDERAL,233,2780
CARLOS GARCIA BALADO,DEPUTADO ESTADUAL,45,352
CARLOS HENRIQUE DOS SANTOS,DEPUTADO ESTADUAL,63,2978
CARLOS HENRIQUE FOCESI SAMPAIO,DEPUTADO FEDERAL,539,110451
CARLOS JANUÁRIO,DEPUTADO FEDERAL,453,6312
CARLOS JOSE DA SILVA,DEPUTADO ESTADUAL,54,355
CARLOS JOSE GASPAR,DEPUTADO FEDERAL,151,4878
CARLOS KRIBELY,DEPUTADO ESTADUAL,10,23
CARLOS MANOEL AVILA SANTOS,DEPUTADO FEDERAL,70,2000
CARLOS MANOEL CINI,DEPUTADO ESTADUAL,29,188
CARLOS ROBERTO ALVES DE SENA,DEPUTADO FEDERAL,29,82
CARLOS ROBERTO DE CARVALHO,DEPUTADO ESTADUAL,34,470
CARLOS ROBERTO MENDES PEIXOTO,DEPUTADO FEDERAL,56,1714
CARLOS ROBERTO RANGEL DE SOUZA,DEPUTADO ESTADUAL,47,265
CARLOS ROBERTO ROSA,DEPUTADO ESTADUAL,57,897
CARLOS ROBERTO ROSSATO,DEPUTADO ESTADUAL,133,2124
CARLOS ROBERTO SARAN,DEPUTADO FEDERAL,147,659
CARLOS ROBERTO SILVA,DEPUTADO ESTADUAL,18,107
CARLOS VICENTE DE OLIVEIRA,DEPUTADO ESTADUAL,280,25817
CARLÂNGELA SILVA DOS SANTOS DE OLIVEIRA,DEPUTADO ESTADUAL,21,78
CARMELIDIA BERTOLA,DEPUTADO ESTADUAL,486,15490
CARMEM MARIA UCHOA FERNANDES,DEPUTADO ESTADUAL,24,125
CARMEN MIRANDA ALVES PEREIRA,DEPUTADO ESTADUAL,17,65
CAROLINA CURIMBABA CAVALCANTE,DEPUTADO ESTADUAL,361,22360
CAROLINA DE MORAES PONTES,DEPUTADO ESTADUAL,206,6288
CAROLINA FUNARI LUCIO,DEPUTADO ESTADUAL,115,1904
CAROLINE DO AMPARO CERQUEIRA,DEPUTADO ESTADUAL,255,3106
CAROLINE GOMES FERREIRA,DEPUTADO FEDERAL,223,9740
CAROLINE GROOT,DEPUTADO FEDERAL,129,977
CAROLINE STEINMETZ,DEPUTADO ESTADUAL,332,6866
CAROLINE VALVERDE DE CAMARGO,DEPUTADO FEDERAL,46,745
CASSIO DE CASTRO NAVARRO,DEPUTADO ESTADUAL,403,41728
CASSIO ROBERTO DOS REIS MARQUES,DEPUTADO FEDERAL,356,7550
CASSIO TOLEDO PULLIN MIRANDA,DEPUTADO FEDERAL,53,226
CATIA MARISA TAPPI,DEPUTADO FEDERAL,55,261
CATIA VERISSIMO DE SOUZA,DEPUTADO FEDERAL,18,130
CAUE CASEIRO MACRIS,DEPUTADO ESTADUAL,523,100987
CECILIA CARMEN JACINTHO ANDRADE,DEPUTADO ESTADUAL,188,3724
CELENE SALOMÃO DE CARVALHO,DEPUTADO FEDERAL,316,2927
CELIA APARECIDA FAGUNDES LEITE,DEPUTADO ESTADUAL,16,101
CELIA CAMARGO LEÃO EDELMUTH,DEPUTADO ESTADUAL,358,43564
CELIMAR GOMES DA SILVA,DEPUTADO ESTADUAL,21,311
CELINA CLAUDIA MENEZES LEMES,DEPUTADO FEDERAL,48,658
CELINA HARUMI NISHIZAWA,DEPUTADO ESTADUAL,182,3183
CELINA RODRIGUES LOPES,DEPUTADO ESTADUAL,40,223
CELIO DA SILVA FRANCO,DEPUTADO FEDERAL,184,1684
CELIO DE SOUZA,DEPUTADO ESTADUAL,43,107
CELIO DOS REIS PEREIRA,DEPUTADO FEDERAL,27,136
CELIO LUCAS DE ALMEIDA,DEPUTADO FEDERAL,88,3380
CELSO ALVES DINIZ,DEPUTADO FEDERAL,39,164
CELSO BRAZ DO NASCIMENTO,DEPUTADO ESTADUAL,323,9424
CELSO DE SOUZA FILHO,DEPUTADO ESTADUAL,32,681
CELSO MACHADO VENDRAMINI,DEPUTADO FEDERAL,283,6662
CELSO ORLANDO GALLI,DEPUTADO FEDERAL,43,140
CELSO SOARES,DEPUTADO FEDERAL,36,355
CELSO UBIRAJARA RUSSOMANNO,DEPUTADO FEDERAL,644,461827
CESAR AUGUSTO BIAGIONI,DEPUTADO FEDERAL,129,526
CESAR AUGUSTO JOSÉ,DEPUTADO ESTADUAL,68,9901
CEZAR AUGUSTO DE SOUZA OLIVEIRA,DEPUTADO ESTADUAL,97,1184
CHALANA MACHADO DOS SANTOS,DEPUTADO ESTADUAL,59,1537
CHANG YUET JING LIN,DEPUTADO ESTADUAL,119,996
CHARLES APARECIDO SILVERIO,DEPUTADO FEDERAL,24,176
CHARLES GUTEMBERG GOMES DOS SANTOS,DEPUTADO FEDERAL,334,2406
CHARLES WILLIAM MCNAUGHTON,DEPUTADO FEDERAL,216,5602
CHEILA MARIA SUBENKO OLALLA,DEPUTADO FEDERAL,205,1999
CIBELE APARECIDA DE OLIVEIRA,DEPUTADO FEDERAL,69,343
CIBELE REGINA XAVIER CARRASCO,DEPUTADO ESTADUAL,17,114
CICERA MARIA DA CONCEIÇÃO,DEPUTADO FEDERAL,151,765
CICERO ALVES DE CASTRO,DEPUTADO FEDERAL,76,839
CICERO DE OLIVEIRA SALLES JUNIOR,DEPUTADO ESTADUAL,266,5242
CICERO EDINALDO DE MENEZES,DEPUTADO ESTADUAL,74,840
CICERO FIRMINO DA SILVA,DEPUTADO FEDERAL,42,1983
CICERO FLORIANO PIRES ALVES,DEPUTADO ESTADUAL,37,607
CICERO MACEDO DA SILVA,DEPUTADO ESTADUAL,29,316
CICERO SANTANA DA SILVA,DEPUTADO FEDERAL,31,256
CIDIMAR ROBERTO PORTO,DEPUTADO FEDERAL,146,2770
CINTHIA FERNANDES BANDEIRA,DEPUTADO ESTADUAL,52,292
CINTIA APARECIDA DE MATOS,DEPUTADO ESTADUAL,86,1062
CINTIA DE OLIVEIRA SILVA,DEPUTADO ESTADUAL,11,149
CINTIA MARA GONÇALVES MUNIZ,DEPUTADO ESTADUAL,22,170
CINTIA TEIXEIRA ZAPAROLI,DEPUTADO ESTADUAL,36,135
CIRLENE MARIA MARGONATO RABECCHINI,DEPUTADO FEDERAL,94,664
CIRO NEGRETI DIAS,DEPUTADO FEDERAL,70,1159
CLARICE OLGA SCHAITNER CESTARO,DEPUTADO ESTADUAL,23,82
CLARICE SILVA BARBOSA,DEPUTADO ESTADUAL,24,568
CLAUCER EDUARDO MARTINS DE OLIVEIRA,DEPUTADO FEDERAL,57,147
CLAUDENICE JEFERSINA SANTANA DA SILVA,DEPUTADO ESTADUAL,32,161
CLAUDETE APARECIDA DO NASCIMENTO,DEPUTADO FEDERAL,34,620
CLAUDETE CACCIAGUERRA,DEPUTADO ESTADUAL,20,174
CLAUDETE DOS SANTOS CYPRIANO,DEPUTADO FEDERAL,26,83
CLAUDETE MARIA MARTINS,DEPUTADO ESTADUAL,80,483
CLAUDIA ABREU SCHEFLER,DEPUTADO ESTADUAL,111,1259
CLAUDIA APARECIDA BELTRAN DOS SANTOS,DEPUTADO ESTADUAL,129,480
CLAUDIA CASTANHEIRA,DEPUTADO FEDERAL,352,7637
CLAUDIA DE JESUS DE SOUZA,DEPUTADO FEDERAL,18,42
CLAUDIA LOPES DE SOUZA,DEPUTADO FEDERAL,114,458
CLAUDIA OLIVEIRA RODRIGUES SANTOS,DEPUTADO ESTADUAL,13,103
CLAUDIA SANTOS LEAL,DEPUTADO ESTADUAL,195,1547
CLAUDICEIA BOANERGES NANNI,DEPUTADO FEDERAL,48,411
CLAUDILSON LEITE PEREIRA,DEPUTADO ESTADUAL,94,5486
CLAUDINEI CHINEMANN,DEPUTADO FEDERAL,46,290
CLAUDINEI FERREIRA SOARES,DEPUTADO ESTADUAL,232,7437
CLAUDIO APARECIDO DA SILVA,DEPUTADO ESTADUAL,205,6446
CLAUDIO CALASANS CAMARGO,DEPUTADO FEDERAL,233,6598
CLAUDIO COSTA SANTOS,DEPUTADO FEDERAL,165,1023
CLAUDIO DONIZETE DOS REIS,DEPUTADO FEDERAL,95,752
CLAUDIO ERNANI MARCONDES DE MIRANDA,DEPUTADO FEDERAL,224,10951
CLAUDIO FERNANDO DE AGUIAR,GOVERNADOR,552,25449
CLAUDIO FERREIRA DA CRUZ,DEPUTADO FEDERAL,78,497
CLAUDIO FERREIRA SILVA,DEPUTADO FEDERAL,70,487
CLAUDIO GASPAR DOTTORI,DEPUTADO FEDERAL,132,1128
CLAUDIO GOMES DE ARAUJO JUNIOR,DEPUTADO ESTADUAL,55,782
CLAUDIO INÁCIO ,DEPUTADO ESTADUAL,16,126
CLAUDIO JOSÉ DE ANDRADE,DEPUTADO FEDERAL,97,586
CLAUDIO MAGNO DA SILVA,DEPUTADO ESTADUAL,118,4061
CLAUDIO MARQUES DA SILVA,DEPUTADO ESTADUAL,217,1788
CLAUDIO PERESSIM,DEPUTADO FEDERAL,51,4170
CLAUDIO RAMOS MOREIRA,DEPUTADO FEDERAL,202,7225
CLAUDIO SABINO RIBEIRO,DEPUTADO FEDERAL,39,245
CLAUDIO VITORINO DA SILVA,DEPUTADO ESTADUAL,14,145
CLAUDIO YUKIO MIYAKE,DEPUTADO ESTADUAL,436,19192
CLAUDIO YUTAKA SUETU,DEPUTADO ESTADUAL,80,986
CLAYTON GUIMARAES DE ALMEIDA,DEPUTADO ESTADUAL,28,202
CLAYTON JUN NITTA,DEPUTADO FEDERAL,222,1211
CLAÚDIO DE JESUS PAES,DEPUTADO FEDERAL,84,934
CLEIDE MARIA ARAUJO MODESTO,DEPUTADO ESTADUAL,28,233
CLELIA DOS SANTOS DE CARVALHO,DEPUTADO FEDERAL,51,716
CLEMILTON ALVES DA SILVA,DEPUTADO ESTADUAL,156,4186
CLEMIR BATISTA RODRIGUES DA SILVA,DEPUTADO FEDERAL,94,241
CLEOMENES ANTUNES JUNIOR,DEPUTADO ESTADUAL,66,1337
CLEONICE APARECIDA PEREIRA DA SILVA,DEPUTADO ESTADUAL,121,626
CLEONICE DE OLIVEIRA,DEPUTADO FEDERAL,307,4997
CLEONICE REGINALDA FURQUIM,DEPUTADO ESTADUAL,147,5705
CLESIO VOLDENEI DE OLIVEIRA ALMEIDA,DEPUTADO FEDERAL,232,2737
CLESON ALVES DE SOUSA,DEPUTADO FEDERAL,34,1133
CLEUSA APARECIDA DA TRINDADE,DEPUTADO ESTADUAL,20,69
CLEUZA SOUZA FRANÇA ALVES,DEPUTADO ESTADUAL,14,112
CLEVERSON FIUZA ALVES,DEPUTADO FEDERAL,145,1347
CLEVERSON SPERBER,DEPUTADO FEDERAL,84,2792
CLODOALDO MACIEL FILHO,DEPUTADO ESTADUAL,42,435
CLODOALDO MAIOLINI FILHO,DEPUTADO FEDERAL,90,1988
CLOVES ALVES DE SOUZA,DEPUTADO FEDERAL,86,991
CLOVIS FERREIRA DOS REIS JUNIOR,DEPUTADO ESTADUAL,223,2105
CLÁUDIO ARMELIN MELON,DEPUTADO FEDERAL,119,2845
CLÁUDIO DA SILVA VERÍSSIMO,DEPUTADO ESTADUAL,27,411
CLÁUDIO DA SILVEIRA FARIA,DEPUTADO FEDERAL,109,413
CLÁUDIO ROBERTO DOS SANTOS,DEPUTADO FEDERAL,104,758
CLÉBER ARAÚJO BARBOSA,DEPUTADO FEDERAL,117,2949
CLÉLIA GOMES DA SILVA,DEPUTADO ESTADUAL,285,13496
CLÓVIS DE OLIVEIRA MAITO,DEPUTADO FEDERAL,107,1451
CONSTANTIN KAZAKOS,DEPUTADO FEDERAL,63,277
CREUSA VIEIRA DANTAS ARAÚJO,DEPUTADO ESTADUAL,21,224
CREUZA PEREIRA SOARES,DEPUTADO FEDERAL,42,324
CRISTIANA PINHEIRO DUARTE,DEPUTADO ESTADUAL,8,100
CRISTIANE ALVES DE ALMEIDA,DEPUTADO FEDERAL,69,321
CRISTIANE APARECIDA CELLA,DEPUTADO ESTADUAL,45,732
CRISTIANE APARECIDA DOS SANTOS BARROS,DEPUTADO FEDERAL,102,473
CRISTIANE BRANDÃO DOS SANTOS,DEPUTADO ESTADUAL,162,2001
CRISTIANE DE JESUS,DEPUTADO FEDERAL,69,362
CRISTIANE FONTES DE CARVALHO NOGUEIRA,DEPUTADO ESTADUAL,34,260
CRISTIANE FRIOLIM DAMASCENO,DEPUTADO ESTADUAL,185,1997
CRISTIANE GANDOLFI,DEPUTADO ESTADUAL,99,2874
CRISTIANE PEREIRA DAVIS,DEPUTADO ESTADUAL,5,17
CRISTIANO ALEXANDRE MARCONDES,DEPUTADO ESTADUAL,29,480
CRISTIANO EURIPEDES SOARES RODRIGUES DA SILVA,DEPUTADO FEDERAL,73,906
CRISTIANO GASPERINE,DEPUTADO ESTADUAL,119,12946
CRISTIANO PINTO FERREIRA,DEPUTADO ESTADUAL,118,7590
CRISTIANO RICARDO DOS SANTOS,DEPUTADO FEDERAL,109,767
CRISTIANO RODRIGO DA SILVA,DEPUTADO FEDERAL,72,1164
CRISTIANY DE CASTRO,DEPUTADO ESTADUAL,514,22263
CRISTINA ALVES DE GODOY,DEPUTADO ESTADUAL,426,9992
